IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,2TIPUS_VIA,2VIA,2SUFIX_VIA,NUM,PIS,PORTA,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,Georeferència
3623161,"Farmàcia Descals Vilarnau, Mercè","Farmàcia Descals Vilarnau, Mercè",Salut|Farmàcies||,," CT CARDONA.VALLS TORRUELLA, S/N",,,,,,,,8263,Sant Mateu de Bages,82299,Bages,938696060,,,393917507,4633691937,1.722131069,41.848023155,,,07/19/2024 07:55:28 AM,,POINT (1.722131 41.848022)
3619991,Consultori local El Vilosell,Consultori local El Vilosell,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT CARRETERA, 10",,,,,,,,25457,"Vilosell, el",252537,Garrigues,973175266,,,328294932,4583303425,0.946484419,41.382942992,,,07/19/2024 07:56:14 AM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 14 20 33).  Atenció continuada 24 h al CAP Les Borges Blanques.,POINT (0.94648445 41.382942)
3623064,"Farmàcia Celma Pascual, M. Teresa","Farmàcia Celma Pascual, M. Teresa",Salut|Farmàcies||,," CT CARRETERA, 56",,,,,,,,43591,Aldover,430069,Baix Ebre,977473508,,,289315553,4528411235,0.499536551,40.879687867,,,07/19/2024 07:55:52 AM,,POINT (0.49953654 40.87969)
3624211,"Farmàcia Pau Robiro, Núria","Farmàcia Pau Robiro, Núria",Salut|Farmàcies||,," CT CASTELLAR, 110",,,,,,,,8222,Terrassa,82798,Vallès Occidental,937859948,,,418663377,4602135747,2.024477360,41.566763619,,,07/19/2024 07:54:29 AM,,POINT (2.0244772 41.566765)
3624367,"Farmàcia Barbera Casajuana, Saida","Farmàcia Barbera Casajuana, Saida",Salut|Farmàcies||,," CT CASTELLAR, 480 G",,,,,,,,8227,Terrassa,82798,Vallès Occidental,937837989,,,419448450,4603324460,2.033732415,41.577548737,,,07/19/2024 07:54:29 AM,,POINT (2.0337324 41.57755)
3620654,Consultori Local Castellterçol,Consultori Local Castellterçol,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT CASTELLCIR, S/N",,,,,,,,8183,Castellterçol,80641,Moianès,938666350,,93 866 65 14,427398781,4622457202,2.126765318,41.750622974,,,07/19/2024 07:55:24 AM,"Horari|dl. a dv., de 8 a 15h.",POINT (2.1267653 41.75062)
3622361,CAS Mataró. Servei Salut Mental,CAS Mataró. Servei Salut Mental,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,," CT CIRERA, S/N",,,,,,,,8304,Mataró,81213,Maresme,937417700ext.47,,93 741 77 11,452472935,4600625071,2.430070638,41.555882374,,,07/19/2024 07:54:40 AM,Tractaments|Alcoholisme/Tabaquisme/Altres drogues/Tractaments amb metadona/Prescriptor de metadona/Dispensador de metadona/Programa d'intercanvi de xeringues,POINT (2.4300706 41.55588)
3622476,Hospital de Mataró,Hospital de Mataró,Salut|Centres sanitaris|3. Hospitals|,," CT CIRERA, S/N",,,,,,,,8304,Mataró,81213,Maresme,937417700,,,452472935,4600625071,2.430070638,41.555882374,uac@csdm.cat,https://www.csdm.cat/ca/,07/19/2024 07:54:38 AM,Horari|Urgències i emergències 24 hores.,POINT (2.4300706 41.55588)
3622477,Hospital de Mataró,Hospital de Mataró,Salut|Centres sanitaris|5. Centres de salut mental|,," CT CIRERA, S/N",,,,,,,,8304,Mataró,81213,Maresme,937417700,,93 741 77 33,452472935,4600625071,2.430070638,41.555882374,jlabad@csdm.cat ,,07/19/2024 07:54:38 AM,,POINT (2.4300706 41.55588)
30254424,Consultori local Cambrils (Odèn),Consultori local Cambrils (Odèn),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT COLL DE JOU-FONT D'ESPIA, , km 18,8",,,,,,,,25283,Odèn,251484,Solsonès,973489001,,,377579842,4664500056,1.518970309,42.123052081,,,07/19/2024 07:55:25 AM,"Horari|4t dimecres de cada mes (11-12h) INF. Cal posar-se en contacte amb al CAP de Solsona o CL de Sant Llorenç de Morunys. Horari d'estiu: el centre romandrà tancat juny, juliol  i agost.",POINT (1.5189703 42.12305)
3624719,Farmàcia Vilamala Terricabras - Vilamala Llaveria,Farmàcia Vilamala Terricabras - Vilamala Llaveria,Salut|Farmàcies||,," CT CORNELLÀ, 99",,,,,,,,8950,Esplugues de Llobregat,80771,Baix Llobregat,933721701,,,423339374,4580430223,2.083310566,41.371738322,,,07/19/2024 07:54:55 AM,,POINT (2.0833106 41.37174)
3621424,"Farmàcia Buxalleu Miràngels, Carme","Farmàcia Buxalleu Miràngels, Carme",Salut|Farmàcies||,," CT D'ARBÚCIES, 83",,,,,,,,17400,Breda,170274,Selva,972871002,,,463383149,4622059003,2.559585095,41.749510696,,,07/19/2024 07:55:33 AM,,POINT (2.559585 41.74951)
3620776,Centre  d'hospitalització de mitja i llarga estada de salut mental,Centre  d'hospitalització de mitja i llarga estada de salut mental,Salut|Centres sanitaris|5. Centres de salut mental|,," CT D'ARTESA DE SEGRE-ADRALL, , km 143",,,,,,,,25790,Oliana,251497,Alt Urgell,973463030,,973 46 31 31,360546161,4658586356,1.314390000,42.066969000,comunicacion@caseresidencial.es,,07/19/2024 07:55:11 AM,,POINT (1.31439 42.06697)
3621619,"Farmàcia Bausili López-Sáez, Joaquin","Farmàcia Bausili López-Sáez, Joaquin",Salut|Farmàcies||,," CT D'IGUALADA, 58",,,,,,,,8784,Piera,81614,Anoia,937789275,,,395694157,4597690345,1.749820304,41.524064838,,,07/19/2024 07:55:19 AM,,POINT (1.7498204 41.524063)
3623639,"Farmàcia Corominas Sacrest, Marc","Farmàcia Corominas Sacrest, Marc",Salut|Farmàcies||,," CT D'OLOT, 0013",,,,,,,,17176,"Vall d'en Bas, la",172076,Garrotxa,972690042,,,455136358,4663019604,2.457280915,42.117994014,,,07/19/2024 07:55:41 AM,,POINT (2.4572809 42.117992)
3623850,"Farmàcia Abel Verges, Nuria","Farmàcia Abel Verges, Nuria",Salut|Farmàcies||,," CT D'OLOT, 0021",,,,,,,,17813,"Vall de Bianya, la",172082,Garrotxa,972290935,,,458539018,4672579603,2.497761140,42.204279315,,,07/19/2024 07:55:41 AM,,POINT (2.4977612 42.20428)
3623646,"Farmàcia Arumi Prat, Montserrat","Farmàcia Arumi Prat, Montserrat",Salut|Farmàcies||,," CT D'OLOT, 47",,,,,,,,17857,Sant Joan les Fonts,171851,Garrotxa,972292156,,,459723457,4673474661,2.512046335,42.212402132,,,07/19/2024 07:55:41 AM,,POINT (2.5120463 42.212402)
3624710,"Farmàcia Cornellas Falgueras, Pius","Farmàcia Cornellas Falgueras, Pius",Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|Salut|Farmàcies||,," CT D'OLOT, 61",,,,,,,,8560,Manlleu,81120,Osona,938512595,,,441270798,4650348699,2.290830035,42.002965485,,,07/19/2024 07:55:27 AM,,POINT (2.2908301 42.002964)
3622557,Hospital Sant Jaume de Manlleu,Hospital Sant Jaume de Manlleu,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT D'OLOT, 7",,,,,,,,8560,Manlleu,81120,Osona,938506565,,93 850 71 96,441050737,4650206397,2.288187226,42.001667473,,http://www.hospitalmanlleu.com/,07/19/2024 07:55:27 AM,,POINT (2.2881873 42.001667)
3622556,Hospital de dia sociosanitari Hospital Sant Jaume de Manlleu,Hospital de dia sociosanitari Hospital Sant Jaume de Manlleu,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT D'OLOT, 7",,,,,,,,8560,Manlleu,81120,Osona,938506565,,93 850 71 96,441050737,4650206397,2.288187226,42.001667473,,http://www.hospitalmanlleu.com/,07/19/2024 07:55:27 AM,,POINT (2.2881873 42.001667)
3622558,PADES Manlleu,PADES Manlleu,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT D'OLOT, 7",,,,,,,,8560,Manlleu,81120,Osona,938506565,,93 850 71 96,441050737,4650206397,2.288187226,42.001667473,,http://www.hospitalmanlleu.com/,07/19/2024 07:55:27 AM,,POINT (2.2881873 42.001667)
3621069,CAP Sant Fost de Campsentelles,CAP Sant Fost de Campsentelles,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE BADALONA, 175",,,,,,,,8105,Sant Fost de Campsentelles,82093,Vallès Oriental,935795406,,,435886519,4597059318,2.231566895,41.522609349,stfost.mn.ics@gencat.cat,https://primaria.icsmetropolitananord.cat/,07/19/2024 07:54:23 AM,"Horari|de dilluns a divendres de 8h a 20h. Fora d'aquest horari, truqueu al 061 Salut Respon.",POINT (2.231567 41.52261)
3621068,Atenció continuada CAP Sant Fost de Campsentelles,Atenció continuada CAP Sant Fost de Campsentelles,Salut|Centres sanitaris|2. Centres amb atenció continuada|,," CT DE BADALONA, 175",,,,,,,,8105,Sant Fost de Campsentelles,82093,Vallès Oriental,935795406,,,435886519,4597059318,2.231566895,41.522609349,stfost.mn.ics@gencat.cat,https://primaria.icsmetropolitananord.cat/,07/19/2024 07:54:23 AM,"Horari|dissabtes, diumenges i festius de 8 a 20h, fora d'aquest horari truqueu al 061 Salut Respon.",POINT (2.231567 41.52261)
3623029,"Farmàcia Gimeno Gil, Fernando","Farmàcia Gimeno Gil, Fernando",Salut|Farmàcies||,," CT DE BAIX, 26",,,,,,,,43792,"Torre de l'Espanyol, la",431520,Ribera d'Ebre,977405206,,,300925393,4562747586,0.626127445,41.191635330,,,07/19/2024 07:55:48 AM,,POINT (0.6261274 41.191635)
3624466,"Farmàcia Gallego Reñe, Llorenç","Farmàcia Gallego Reñe, Llorenç",Salut|Farmàcies||,," CT DE BALAGUER, 22",,,,,,,,25130,Algerri,250156,Noguera,973426189,,,303788553,4631839750,0.637737575,41.814153041,,,07/19/2024 07:56:13 AM,,POINT (0.6377376 41.81415)
14974832,"Farmàcia Masramon Homs, Marta","Farmàcia Masramon Homs, Marta",Salut|Farmàcies||,," CT DE BALENYÀ, 96",,,,,,,,8552,Taradell,82785,Osona,931356010,,,440611159,4635717688,2.284340103,41.871148219,,,07/19/2024 07:55:26 AM,,POINT (2.2843401 41.871147)
30844149,"Farmàcia Fabregat López, Marta","Farmàcia Fabregat López, Marta",Salut|Farmàcies||,," CT DE BARCELONA, 167",,,,,,,,8290,Cerdanyola del Vallès,82665,Vallès Occidental,935661773,,,428269937,4594541745,2.140587533,41.499288859,,,07/19/2024 07:54:31 AM,,POINT (2.1405876 41.49929)
14672868,CUAP Sant Fèlix,CUAP Sant Fèlix,Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE BARCELONA, 473",,,,,,,,8204,Sabadell,81878,Vallès Occidental,,,,426073371,4598236638,2.113819189,41.532366717,acutvallesocc.mn.ics@gencat.cat,,07/19/2024 07:54:34 AM,"Horari|Obert les 24 hores del dia, els 365 dies de l'any.",POINT (2.1138191 41.532368)
10930107,ASSIR Sabadell,ASSIR Sabadell,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE BARCELONA, 473",,,,,,,,8204,Sabadell,81878,Vallès Occidental,937284458,,,426073371,4598236638,2.113819189,41.532366717,passirsabadell.mn.ics@gencat.cat,,07/19/2024 07:54:35 AM,"Horari|De dl. a dv. de 8 a 15 h  Aquest ASSIR presta serveis en altres punts d'atenció, truqueu al vostre CAP i us informaran",POINT (2.1138191 41.532368)
14672869,CUAP Sant Fèlix,CUAP Sant Fèlix,Salut|Centres sanitaris|2. Centres amb atenció continuada|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,," CT DE BARCELONA, 473",,,,,,,,8204,Sabadell,81878,Vallès Occidental,,,,426073371,4598236638,2.113819189,41.532366717,acutvallesocc.mn.ics@gencat.cat,,07/19/2024 07:54:34 AM,"Horari|Obert les 24 hores del dia, els 365 dies de l'any.",POINT (2.1138191 41.532368)
3622976,"Farmàcia Ferrer Verdura, M. Rosa","Farmàcia Ferrer Verdura, M. Rosa",Salut|Farmàcies||,," CT DE BERGA, 13",,,,,,,,8611,Olvan,81445,Berguedà,938211008,,,406523305,4658230049,1.870052762,42.070577372,,,07/19/2024 07:55:28 AM,,POINT (1.8700528 42.070576)
3624312,"Farmàcia Guilanyà Casas, Anna","Farmàcia Guilanyà Casas, Anna",Salut|Farmàcies||,," CT DE BERGA, 23",,,,,,,,25282,Sant Llorenç de Morunys,251930,Solsonès,973492279,,,383585551,4665910801,1.591323663,42.136668758,,,07/19/2024 07:55:25 AM,,POINT (1.5913236 42.13667)
3623817,"Farmàcia Badia Sala, Asunción-Vila Badia, Teresa","Farmàcia Badia Sala, Asunción-Vila Badia, Teresa",Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|Salut|Farmàcies||,," CT DE BERGA, 24",,,,,,,,8670,Navàs,81419,Bages,938390343,,,406958909,4639100774,1.878345294,41.898370772,,,07/19/2024 07:55:29 AM,,POINT (1.8783453 41.898373)
3622397,"Farmàcia Riera Maristany, Martí","Farmàcia Riera Maristany, Martí",Salut|Farmàcies||,," CT DE BERGA, 45",,,,,,,,8670,Navàs,81419,Bages,938390173,,,406959135,4639209376,1.878330904,41.899348775,,,07/19/2024 07:55:29 AM,,POINT (1.878331 41.89935)
3622314,Consultori local Cal Rosal,Consultori local Cal Rosal,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE BERGA, 5",,,,,,,,8699,Olvan,81445,Berguedà,938221999,,,406536412,4658312299,1.870198039,42.071319577,,,07/19/2024 07:55:28 AM,"Horari|dl., i dj., de 8 a 15 h. Horari d'estiu: el centre romandrà tancat els dies 22 de juliol al 6 de setembre, excepte 25 i 29 de juliol.",POINT (1.870198 42.07132)
3624451,"Farmàcia Campo Barrau, Maria Cristina","Farmàcia Campo Barrau, Maria Cristina",Salut|Farmàcies||,," CT DE CALDES DE BOI, S/N",,,,,,,,25527,"Vall de Boí, la",250432,Alta Ribagorça,973694010,,,322969162,4714550427,0.843327866,42.563069147,,,07/19/2024 07:55:07 AM,,POINT (0.8433279 42.56307)
3623893,"Farmàcia Puchades Muñoz, Maria","Farmàcia Puchades Muñoz, Maria",Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|Salut|Farmàcies||,," CT DE CALDES, 4",,,,,,,,8400,Granollers,80961,Vallès Oriental,938492418,,,440115603,4606917186,2.281267319,41.611723116,,,07/19/2024 07:54:26 AM,,POINT (2.2812674 41.611725)
3623495,"Farmàcia Basset Olivé, Joan","Farmàcia Basset Olivé, Joan",Salut|Farmàcies||,," CT DE CALDES, 55",,,,,,,,8400,Granollers,80961,Vallès Oriental,933493994,,,439660556,4607193441,2.275778430,41.614176948,,,07/19/2024 07:54:26 AM,,POINT (2.2757785 41.614178)
3622712,PADES Badalona,PADES Badalona,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934978812,,93 497 88 43,436400700,4592302000,2.238230961,41.479803115,saltimir.germanstrias@gencat.cat,,07/19/2024 07:54:43 AM,,POINT (2.238231 41.479805)
3622708,Hospital Universitari Germans Trias i Pujol de Badalona,Hospital Universitari Germans Trias i Pujol de Badalona,Salut|Centres sanitaris|3. Hospitals|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934651200,,93 497 88 43,436400700,4592302000,2.238230961,41.479803115,uac.germanstrias@gencat.cat,http://www.gencat.net/ics/germanstrias/,07/19/2024 07:54:43 AM,Horari|Urgències i emergències 24 hores.,POINT (2.238231 41.479805)
3622709,Hospital Universitari Germans Trias i Pujol de Badalona,Hospital Universitari Germans Trias i Pujol de Badalona,Salut|Centres sanitaris|5. Centres de salut mental|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934651200,,,436400700,4592302000,2.238230961,41.479803115,jdepablo.germanstrias@gencat.cat,,07/19/2024 07:54:43 AM,,POINT (2.238231 41.479805)
3622710,ICO Badalona,ICO Badalona,Salut|Centres sanitaris|3. Hospitals|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934978710,,93 497 87 04,436400700,4592302000,2.238230961,41.479803115,uacbad@iconcologia.net,http://www.iconcologia.net/catala/badalona/index.htm,07/19/2024 07:54:43 AM,Horari|Atenció d'urgències a l'Hospital Universitari Germans Trias i Pujol.,POINT (2.238231 41.479805)
3622705,Hospital de dia de salut mental Hospital Universitari Germans Trias i Pujol de Badalona,Hospital de dia de salut mental Hospital Universitari Germans Trias i Pujol de Badalona,Salut|Centres sanitaris|5. Centres de salut mental|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934651200,,,436400700,4592302000,2.238230961,41.479803115,jdepablo.germanstrias@gencat.cat,,07/19/2024 07:54:43 AM,,POINT (2.238231 41.479805)
3622711,Institut Guttmann,Institut Guttmann,Salut|Centres sanitaris|3. Hospitals|,," CT DE CANYET, S/N",,,,,,,,8916,Badalona,80155,Barcelonès,934977700,,93 497 77 07,436338120,4592142472,2.237498760,41.478361060,admissions@guttmann.com,https://www.guttmann.com,07/19/2024 07:54:43 AM,Horari|Atenció d'urgències a l'Hospital Universitari Germans Trias i Pujol.,POINT (2.2374988 41.47836)
3624691,"Farmàcia Barranco Nicolàs, Esther","Farmàcia Barranco Nicolàs, Esther",Salut|Farmàcies||,," CT DE CARDONA, 50",,,,,,,,8262,Callús,80386,Bages,938360077,,,398902237,4626307541,1.783422899,41.782179561,,,07/19/2024 07:55:31 AM,,POINT (1.783423 41.78218)
3622420,Centre Residèncial i sociosanitari SAR quavitae Mont Martí,Centre Residèncial i sociosanitari SAR quavitae Mont Martí,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT DE CASSERES, 1",,,,,,,,8692,Puig-reig,81751,Berguedà,938290138,,93 838 13 06,406657978,4647908831,1.873322689,41.977652034,direccion.montmarti@domusvi.es,,07/19/2024 07:55:27 AM,,POINT (1.8733227 41.977654)
3623855,"Farmàcia Pérez González, Antonia","Farmàcia Pérez González, Antonia",Salut|Farmàcies||,," CT DE GIRONA, 27",,,,,,,,17242,Quart,171426,Gironès,972469003,,,486940555,4642636549,2.842469580,41.935586893,,,07/19/2024 07:55:38 AM,,POINT (2.8424697 41.935585)
3620124,Hospital de Campdevànol,Hospital de Campdevànol,Salut|Centres sanitaris|3. Hospitals|,," CT DE GOMBRÈN, 20",,,,,,,,17530,Campdevànol,170366,Ripollès,972730013,972730028,972 73 03 05,431196637,4674814295,2.166310961,42.222475425,,http://www.hospitaldecampdevanol.cat,07/19/2024 07:55:35 AM,Horari|Urgències i emergències 24 hores.,POINT (2.166311 42.222477)
3620123,Hospital de Campdevànol,Hospital de Campdevànol,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT DE GOMBRÈN, 20",,,,,,,,17530,Campdevànol,170366,Ripollès,972730013,,972 73 01 87,431196637,4674814295,2.166310961,42.222475425,,http://www.hospitaldecampdevanol.cat/,07/19/2024 07:55:35 AM,,POINT (2.166311 42.222477)
10926496,ASSIR Ripollès,ASSIR Ripollès,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE GOMBRÈN, 20",,,,,,,,17530,Campdevànol,170366,Ripollès,,,,431196637,4674814295,2.166310961,42.222475425,,,07/19/2024 07:55:35 AM,"Horari|CAP Ripoll: dl. de 9 a 16:30h dt de 9 a 16:30 h i tarda Jove (oficina jove del Ripollès) de 16 a 19h dc. 12 a 14h i de 15 a 20h dj. de 8:30 a 13h dv. de 9 a 16:30h CAP Sant Joan Abadesses: dc de 9 a 14h i de 15 a 20h  CAP Camprodon: dt de 9 a 16:30 h. dj. de 10 a 14h i de 15 a 19h (cada 15 dies alterns) / CAP Campdevànol: dc. de 9 a 13:30h. CAP Ribes de Freser: dt. de 9 a 14h.
",POINT (2.166311 42.222477)
3620126,PADES Ripollès,PADES Ripollès,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT DE GOMBRÈN, 20",,,,,,,,17530,Campdevànol,170366,Ripollès,972730847,,,431196637,4674814295,2.166310961,42.222475425,gerencia@hoscamp.com,,07/19/2024 07:55:35 AM,,POINT (2.166311 42.222477)
3620125,Hospital de dia sociosanitari Hospital de Campdevànol,Hospital de dia sociosanitari Hospital de Campdevànol,Salut|Centres sanitaris|4. Centres sociosanitaris|,," CT DE GOMBRÈN, 20",,,,,,,,17530,Campdevànol,170366,Ripollès,972730013,,972 73 01 87,431196637,4674814295,2.166310961,42.222475425,,http://www.hospitaldecampdevanol.cat/,07/19/2024 07:55:35 AM,,POINT (2.166311 42.222477)
3620834,CAP La Cruïlla,CAP La Cruïlla,Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE GRANOLLERS A CALDES, , km 7,5",,,,,,,,8186,Lliçà d'Amunt,81075,Vallès Oriental,938415250,,,436461397,4608536990,2.237241268,41.626029285,vtenes.mn.ics@gencat.cat,https://primaria.icsmetropolitananord.cat/,07/19/2024 07:54:25 AM,"Horari|de dl. a dv. de 8 a 20h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Granollers (Obert 24 hores).",POINT (2.2372413 41.62603)
3620833,Atenció continuada CAP La Cruïlla,Atenció continuada CAP La Cruïlla,Salut|Centres sanitaris|2. Centres amb atenció continuada|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,," CT DE GRANOLLERS A CALDES, , km 7,5",,,,,,,,8186,Lliçà d'Amunt,81075,Vallès Oriental,938415250,,,436461397,4608536990,2.237241268,41.626029285,vtenes.mn.ics@gencat.cat,https://primaria.icsmetropolitananord.cat/,07/19/2024 07:54:25 AM,"Horari|dissabtes, diumenges i festius de 8 a 20h. Fora d'aquest horari, truqueu al 061 Salut Respon o adreceu-vos al CUAP Granollers (obert 24 hores)",POINT (2.2372413 41.62603)
3623954,"Farmàcia Sánchez Galindo, Maria Victòria","Farmàcia Sánchez Galindo, Maria Victòria",Salut|Farmàcies||,," CT DE GRIONS, 29",,,,,,,,17451,Sant Feliu de Buixalleu,171595,Selva,972865323,,,468082090,4622546656,2.616074863,41.754105640,,,07/19/2024 07:55:32 AM,,POINT (2.6160748 41.754105)
3621519,Consultori local Les Cabanyes,Consultori local Les Cabanyes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE GUARDIOLA, S/N",,,,,,,,8794,"Cabanyes, les",80272,Alt Penedès,938923858,,,390413815,4580852955,1.689602136,41.371735930,,,07/19/2024 07:55:23 AM,"Horari|Dimarts  i dijous de 8 a 15h. De 15 a 20h al CAP Santa Margarida i els Monjos. Fora d'aquest horari, caps de setmana i festius a l'Hospital Comarcal Alt Penedès o bé truqueu al 061 Salut Respon",POINT (1.6896021 41.371735)
3620541,Atenció continuada CAP Celrà,Atenció continuada CAP Celrà,Salut|Centres sanitaris|2. Centres amb atenció continuada|,," CT DE JUIÀ, 135",,,,,,,,17460,Celrà,170499,Gironès,972492500,,972 49 35 81,490747410,4652745996,2.888230804,42.026693264,eap_celra.girona.ics@gencat.cat,,07/19/2024 07:55:40 AM,Horari|de dl. a dg. de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CUAP Güell (Girona),POINT (2.8882308 42.02669)
3620542,CAP Celrà,CAP Celrà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,," CT DE JUIÀ, 135",,,,,,,,17460,Celrà,170499,Gironès,972492500,,972 49 35 81,490747410,4652745996,2.888230804,42.026693264,eap_celra.girona.ics@gencat.cat,,07/19/2024 07:55:40 AM,"Horari|de dl. a dg. de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CUAP Güell (Girona)
",POINT (2.8882308 42.02669)
