"zref","name","name:ca","zCATEGORIA","amenity","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
1841191,"Oficina Municipal d'Informació al Consumidor de Cornellà de Llobregat","Oficina Municipal d'Informació al Consumidor de Cornellà de Llobregat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Lluís Companys","yes",,,,"08940","Cornellà de Llobregat",80734,"Baix Llobregat","+34-933765151","933765151",422289261,4578332979,"2.071023822","41.352748821","omic@aj-cornella.cat","http://www.cornella.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 10 a 13h|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Iniciar procediments sancionadors de consum.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.071024 41.35275)"
1841229,"Oficina Municipal d'Informació al Consumidor de Santa Coloma de Gramenet","Oficina Municipal d'Informació al Consumidor de Santa Coloma de Gramenet","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Vilaseca","yes",,,,"08921","Santa Coloma de Gramenet",82457,"Barcelonès","+34-934624000","934624000",434308300,4589180080,"2.213511539","41.451516082","omic@gramenet.cat","http://www.gramenet.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 13h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2135115 41.451515)"
1841245,"Oficina Municipal d'Informació al Consumidor de Montgat","Oficina Municipal d'Informació al Consumidor de Montgat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Sant Antoni Ma. Claret","yes",,,,"08390","Montgat",81265,"Maresme","+34-934690737","934690737",438847308,4590854290,"2.267680400","41.466954000","consummontgat@montgat.cat","http://www.montgat.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2676804 41.466953)"
1841225,"Oficina Municipal d'Informació al Consumidor de Sant Just Desvern","Oficina Municipal d'Informació al Consumidor de Sant Just Desvern","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Can Padroseta","yes",,,,"08960","Sant Just Desvern",82212,"Baix Llobregat","+34-934804800","+34-934804879",0,0,"0.000000000","0.000000000","aj221.omic@santjust.cat","http://www.santjust.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal",
1841250,"Oficina Municipal d'Informació al Consumidor de Sant Fost de Campsentelles","Oficina Municipal d'Informació al Consumidor de Sant Fost de Campsentelles","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila","yes",,,,"08105","Sant Fost de Campsentelles",82093,"Vallès Oriental","+34-935796980","+34-935796982",435964369,4596628933,"2.232545685","41.518739270","omic@santfost.cat","http://www.santfost.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 10.30 a 13.30h i dimarts de 14.30 a 18h.
Cal cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2325456 41.518738)"
1841190,"Oficina Municipal d'Informació al Consumidor de Cerdanyola del Vallès","Oficina Municipal d'Informació al Consumidor de Cerdanyola del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Francesc Layret","yes",,,,"08290","Cerdanyola del Vallès",82665,"Vallès Occidental","+34-935808888","+34-935801620",428342862,4593726977,"2.141558075","41.491957222","omic@cerdanyola.cat","http://www.cerdanyola.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.
Per demanar atenció presencial cal demanar cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1415582 41.49196)"
1841188,"Oficina Municipal d'Informació al Consumidor de Castellar del Vallès","Oficina Municipal d'Informació al Consumidor de Castellar del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça del Mirador","yes",,,,"08211","Castellar del Vallès",80517,"Vallès Occidental","+34-937144040","+34-937144093",423926225,4607590812,"2.086898000","41.616411000","omic@castellarvalles.cat","http://www.castellarvalles.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: visites concertades|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.086898 41.61641)"
1841276,"Oficina Municipal d'Informació al Consumidor de Badia del Vallès","Oficina Municipal d'Informació al Consumidor de Badia del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Avinguda de Burgos","yes",,,,"08214","Badia del Vallès",89045,"Vallès Occidental","+34-937182216","+34-937191230",426146133,4595595285,"2.115015489","41.508584497","omic@badiadelvalles.net",,"04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: dimarts de 10 a 14h i de 15 a 19h.
Per temes urgents: el mateix dia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1150155 41.508583)"
1841210,"Oficina Municipal d'Informació al Consumidor d'Olesa de Montserrat","Oficina Municipal d'Informació al Consumidor d'Olesa de Montserrat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Fèlix Figueras i Aragay","yes",,,,"08640","Olesa de Montserrat",81477,"Baix Llobregat","+34-937780050","+34-937780752",407603757,4599794097,"1.892214800","41.544473700","consum@olesademontserrat.cat","https://bpm.olesademontserrat.cat/OAC/CdS.html?tramit=96","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dijous de 16 a 20h, amb cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.8922148 41.544476)"
1841252,"Oficina Municipal d'Informació al Consumidor de Sant Quirze del Vallès","Oficina Municipal d'Informació al Consumidor de Sant Quirze del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Passatge de Salvador Dalí ","yes",,,,"08192","Sant Quirze del Vallès",82384,"Vallès Occidental","+34-937216800","937216800",422956604,4598418325,"2.076438857","41.533709074","consum@santquirzevalles.cat","https://seu.santquirzevalles.cat/DetallTramits/_XiOTuxJ_odM-lY5g4Yif7fY1DzO8y2UW-T-L7jS2V_8","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.076439 41.53371)"
