"z_NO_OSM","zref","name","name:ca","zCATEGORIA","amenity","community_centre:for","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
,27045433,"Arxiu Municipal de Calafell","Arxiu Municipal de Calafell","Cultura|Arxius||","archive",,,,,,"Plaça de Catalunya",,1,,,43820,"Calafell",430379,"Baix Penedès","+34-977699009","977699009",379996970,4562052500,"1.568781400","41.200952834","arxiu@calafell.org","http://calafell.cat/temes-i-serveis/arxiu-municipal","07/10/2024 07:36:28 AM","Titularitat|Administració local: municipal","POINT (1.5687814 41.200954)"
,27041904,"Arxiu Central dels Jutjats de Mollet","Arxiu Central dels Jutjats de Mollet","Cultura|Arxius||","archive",,,,,,"Carrer de les Llevadores",,2,,,"08100","Mollet del Vallès",81249,"Vallès Oriental","+34-607074362","607074362",434837280,4598597500,"2.218825690","41.536378382","arxiu.mollet@xij.gencat.cat",,"07/10/2024 07:21:55 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.2188256 41.536377)"
,27044180,"Arxiu Central dels Jutjats de Sant Boi de Llobregat","Arxiu Central dels Jutjats de Sant Boi de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de Carles Martí i Vila",,2,,,"08930","Sant Boi de Llobregat",82009,"Baix Llobregat","+34-675782990","675782990",419760750,4577935500,"2.040853833","41.348921017","arxiu.santboi@xij.gencat.cat",,"07/10/2024 07:21:05 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.0408537 41.348923)"
,27041051,"Arxiu Municipal del Districte de Gràcia","Arxiu Municipal del Districte de Gràcia","Cultura|Arxius||","archive",,,,,,"Plaça de Lesseps",,2,2,,"08023","Barcelona",80193,"Barcelonès","+34-932177183","932177183",428969030,4584293000,"2.150168299","41.407045477","amdg@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/ca/gracia","07/10/2024 07:36:41 AM","Titularitat|Administració local: municipal","POINT (2.1501682 41.407047)"
,27043792,"Arxiu Fotogràfic de Barcelona","Arxiu Fotogràfic de Barcelona","Cultura|Arxius||","archive",,,,,,"Plaça de Pons i Clerch",,2,2,,"08003","Barcelona",80193,"Barcelonès","+34-932563420","932563420",431589700,4582031500,"2.181775006","41.386904135","arxiufotografic@bcn.cat","https://ajuntament.barcelona.cat/arxiumunicipal/arxiufotografic/ca/home","07/10/2024 07:28:46 AM","Titularitat|Administració local: municipal","POINT (2.181775 41.386906)"
,27041338,"Arxiu Central del Registre Civil de Barcelona","Arxiu Central del Registre Civil de Barcelona","Cultura|Arxius||","archive",,,,,,"Plaça del Duc de Medinaceli",,2,,,"08002","Barcelona",80193,"Barcelonès","+34-932701211","932701211",431322300,4581116500,"2.178680775","41.378640210","arxiu.registrecivil.bcn@xij.gencat.cat",,"07/10/2024 07:23:21 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.1786807 41.37864)"
,27043740,"Arxiu Municipal del Districte de Sant Andreu","Arxiu Municipal del Districte de Sant Andreu","Cultura|Arxius||","archive",,,,,,"Carrer dels Segadors",,2,,,"08030","Barcelona",80193,"Barcelonès","+34-932918877","932918877",432511750,4587579500,"2.192183341","41.436951171","amdsa@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/ca/sant-andreu","07/10/2024 07:36:40 AM","Titularitat|Administració local: municipal","POINT (2.1921833 41.43695)"
,27043122,"Arxiu Central Administratiu del Departament de Recerca i Universitats","Arxiu Central Administratiu del Departament de Recerca i Universitats","Cultura|Arxius||","archive",,,,,,"Via Laietana",,2,,,"08003","Barcelona",80193,"Barcelonès","+34-935526834","935526834",431562530,4581487500,"2.181511516","41.382002171","arxiucentral.recercaiuniversitats@gencat.cat",,"07/10/2024 07:23:23 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1815114 41.382004)"
,27044661,"Arxiu Municipal de La Llagosta","Arxiu Municipal de La Llagosta","Cultura|Arxius||","archive",,,,,,"Carrer del Mercat",,2,,,"08120","Llagosta, la",81056,"Vallès Oriental","+34-935603911","935603911",432689720,4596028500,"2.193370462","41.513062873","bartalotpj@llagosta.cat","http://www.llagosta.cat","07/10/2024 07:33:41 AM","Titularitat|Administració local: municipal","POINT (2.1933706 41.51306)"
,27041297,"Arxiu Municipal de Montornès del Vallès","Arxiu Municipal de Montornès del Vallès","Cultura|Arxius||","archive",,,,,,"Avinguda de la Llibertat",,2,,,"08170","Montornès del Vallès",81363,"Vallès Oriental","+34-935721170","935721170",438891300,4599555500,"2.267324173","41.545326609","arxiu@montornes.cat","http://www.montornes.cat","07/10/2024 07:33:15 AM","Titularitat|Administració local: municipal","POINT (2.2673242 41.545326)"
,27042196,"Arxiu Municipal de Matadepera","Arxiu Municipal de Matadepera","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Quirze",,2,,,"08230","Matadepera",81206,"Vallès Occidental","+34-937870200","937870200",418886780,4605591000,"2.026689196","41.597904411","nuria.gomez@matadepera.cat","https://www.matadepera.cat/ajuntament/arxiu-municipal/","07/10/2024 07:27:29 AM","Titularitat|Administració local: municipal","POINT (2.0266893 41.597904)"
,27044953,"Fundació Arxiu Tobella Terrassa","Fundació Arxiu Tobella Terrassa","Cultura|Arxius||","archive",,,,,,"Placeta de Saragossa",,2,,,"08221","Terrassa",82798,"Vallès Occidental","+34-937881162","937881162",417666720,4601948000,"2.012551253","41.564970742","arxiu@arxiutobella.cat","http://www.arxiutobella.cat/","07/10/2024 07:35:44 AM","Titularitat|Privats: altres","POINT (2.0125513 41.564972)"
,27045569,"Arxiu Comarcal del Berguedà","Arxiu Comarcal del Berguedà","Cultura|Arxius||","archive",,,,,,"Carrer de la Colònia Escolar Permanent",,2,,,"08600","Berga",80229,"Berguedà","+34-938221548","938221548",406168340,4658666000,"1.865692852","42.074460698","acbergueda.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbr","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.8656929 42.07446)"
,27045106,"Arxiu Municipal de les Franqueses del Vallès","Arxiu Municipal de les Franqueses del Vallès","Cultura|Arxius||","archive",,,,,,"Carretera de Ribes ",,2,,,"08520","Franqueses del Vallès, les",80863,"Vallès Oriental","+34-938467676","938467676",441472840,4609637500,"2.297289709","41.636324523","arxiu@lesfranqueses.cat","http://www.lesfranqueses.cat","07/10/2024 07:33:45 AM","Titularitat|Administració local: municipal","POINT (2.2972896 41.636326)"
,27042836,"Arxiu Municipal de Torelló","Arxiu Municipal de Torelló","Cultura|Arxius||","archive",,,,,,"Carrer de Capsavila",,2,,,"08570","Torelló",82858,"Osona","+34-938505498","938505498",439083900,4655217500,"2.263919133","42.046647172","arxiu@ajtorello.cat","http://www.torello.cat/arxiu","07/10/2024 07:31:08 AM","Titularitat|Administració local: municipal","POINT (2.263919 42.046646)"
,27042290,"Arxiu Municipal de La Garriga","Arxiu Municipal de La Garriga","Cultura|Arxius||","archive",,,,,,"Plaça de l'Església",,2,,,"08530","Garriga, la",80885,"Vallès Oriental","+34-938605050","938605050",440569380,4615060000,"2.285903698","41.685095455","agutierrez@ajlagarriga.cat","http://www.lagarriga.cat","07/10/2024 07:33:52 AM","Titularitat|Administració local: municipal","POINT (2.2859037 41.685097)"
,27045898,"Arxiu Municipal de Calaf","Arxiu Municipal de Calaf","Cultura|Arxius||","archive",,,,,,"Plaça Gran",,2,,,"08280","Calaf",80312,"Anoia","+34-938698512","938698512",376182000,4621342500,"1.511129818","41.734254270","arxiucalaf@diba.cat","http://www.calaf.cat","07/10/2024 07:35:11 AM","Titularitat|Administració local: municipal","POINT (1.5111299 41.734253)"
,27042297,"Arxiu Comarcal del Ripollès","Arxiu Comarcal del Ripollès","Cultura|Arxius||","archive",,,,,,"Raval del Raval de l'Hospital",,2,,,17500,"Ripoll",171479,"Ripollès","+34-972715715","972715715",433365340,4672284500,"2.192876638","42.199881482","acri.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acri","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.1928766 42.199883)"
,27041925,"Arxiu Municipal de Mollerussa","Arxiu Municipal de Mollerussa","Cultura|Arxius||","archive",,,,,,"Plaça de l'Ajuntament",,2,,,25230,"Mollerussa",251370,"Pla d'Urgell","+34-973600713","973600713",324575530,4610815500,"0.894017352","41.629787170",,,"07/10/2024 07:21:56 AM","Titularitat|Administració local: municipal","POINT (0.89401734 41.629787)"
,27042689,"Arxiu Capitular de la Catedral de Tarragona","Arxiu Capitular de la Catedral de Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Pau",,2,,,43003,"Tarragona",431482,"Tarragonès","+34-977253360","977253360",353750700,4553555500,"1.257908600","41.120132780","arxiu.capitular@arqtgn.cat","http://www.acct.cat","07/10/2024 07:35:55 AM","Titularitat|Església catòlica: capitular","POINT (1.2579086 41.120132)"
,27045611,"Arxiu Històric de l'Hospital de Sant Pau i Santa Tecla","Arxiu Històric de l'Hospital de Sant Pau i Santa Tecla","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Pau",,2,,,43003,"Tarragona",431482,"Tarragonès","+34-977253360","977253360",353750700,4553555500,"1.257908600","41.120132780","nsanchez@xarxatecla.cat","http://www.ahspt.cat","07/10/2024 07:35:54 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (1.2579086 41.120132)"
,27043816,"Arxiu Històric Arxidiocesà de Tarragona","Arxiu Històric Arxidiocesà de Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Pau",,2,,,43003,"Tarragona",431482,"Tarragonès","+34-977253360","977253360",353750700,4553555500,"1.257908600","41.120132780","arxiu.historic@arquebisbattarragona.cat","http://www.ahat.cat","07/10/2024 07:35:54 AM","Titularitat|Església catòlica: diocesà","POINT (1.2579086 41.120132)"
,27042941,"Arxiu del Port de Tarragona","Arxiu del Port de Tarragona","Cultura|Arxius||","archive",,,,,,"Carrer d'Anselm Clavé",,2,,,43004,"Tarragona",431482,"Tarragonès","+34-977259400","977259400",353144440,4552487500,"1.250945508","41.110407256","arxiu@porttarragona.cat","https://www.porttarragona.cat/ca/port-i-ciutat/arxiu-port/","07/10/2024 07:27:21 AM","Titularitat|Arxiu de l'Estat","POINT (1.2509454 41.11041)"
,27043059,"Arxiu Municipal de Cunit","Arxiu Municipal de Cunit","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Joan",,2,,,43881,"Cunit",430516,"Baix Penedès","+34-977674080","977674080",385525880,4561614000,"1.634785778","41.197804514","arxiu@cunit.cat","https://www.cunit.cat/informacio-i-serveis/arxiu/","07/10/2024 07:27:43 AM","Titularitat|Administració local: municipal","POINT (1.6347858 41.197803)"
,27041847,"Arxiu Central dels Jutjats de l'Hospitalet de Llobregat","Arxiu Central dels Jutjats de l'Hospitalet de Llobregat","Cultura|Arxius||","archive",,,,,,"Avinguda del Carrilet ",,2,,,"08902","Hospitalet de Llobregat, l'",81017,"Barcelonès","+34-93 5548039","93 5548039",425985300,4579164000,"2.115100765","41.360581645","arxiu.hospitalet@xij.gencat.cat",,"07/10/2024 07:22:21 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.1151009 41.36058)"
,27042348,"Museu Arxiu de Santa Maria. Centre d'Estudis locals de Mataró","Museu Arxiu de Santa Maria. Centre d'Estudis locals de Mataró","Cultura|Arxius||","archive",,,,,,"Carrer de la Beata Maria",,3,,,"08301","Mataró",81213,"Maresme","+34-637207006","637207006",453855970,4598920500,"2.446785691","41.540610373","masmm@masmm.org","http://www.masmm.org/","07/10/2024 07:33:32 AM","Titularitat|Església catòlica: parroquial","POINT (2.4467857 41.54061)"
,27043121,"Arxiu Central dels Jutjats d'Esplugues de Llobregat","Arxiu Central dels Jutjats d'Esplugues de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de Joan Brillas",,3,,,"08950","Esplugues de Llobregat",80771,"Baix Llobregat","+34-675782990","675782990",423131200,4580874000,"2.080765304","41.375715340","arxiu.esplugues@xij.gencat.cat",,"07/10/2024 07:22:37 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.0807652 41.375717)"
,27041482,"Arxiu de la Reial Acadèmia de Bones Lletres","Arxiu de la Reial Acadèmia de Bones Lletres","Cultura|Arxius||","archive",,,,,,"Carrer del Bisbe Caçador",,3,,,"08002","Barcelona",80193,"Barcelonès","+34-933102349","933102349",431334940,4581617500,"2.178775155","41.383153652","bib.rabl@gmail.com","http://www.boneslletres.cat/arxiu_biblioteca.asp","07/10/2024 07:35:21 AM","Titularitat|Corporacions i entitats oficials: acadèmia","POINT (2.178775 41.383152)"
,27043266,"Arxiu de la Seu de Manresa","Arxiu de la Seu de Manresa","Cultura|Arxius||","archive",,,,,,"Baixada de la Seu",,3,,,"08240","Manresa",81136,"Bages","+34-938721512","938721512",402444470,4619643000,"1.827133356","41.722607721","arxiudelaseudemanresa@gmail.com","https://www.arxiudelaseudemanresa.wordpress.com","07/10/2024 07:27:56 AM","Titularitat|Església catòlica: capitular","POINT (1.8271333 41.722607)"
,27043168,"Servei d'Arxiu Municipal de Palamós","Servei d'Arxiu Municipal de Palamós","Cultura|Arxius||","archive",,,,,,"Parc dels Països Catalans",,3,,,17230,"Palamós",171181,"Baix Empordà","+34-972312145","972312145",510442900,4633219000,"3.125801700","41.850803741","arxiumunicipal@palamos.cat","http://www.serveiarxiumunicipalpalamos.cat/","07/10/2024 07:31:42 AM","Titularitat|Administració local: municipal","POINT (3.1258018 41.850803)"
,27045798,"Unitat de Gestió Documental, Arxiu i Registre de la Universitat de Girona","Unitat de Gestió Documental, Arxiu i Registre de la Universitat de Girona","Cultura|Arxius||","archive",,,,,,"Plaça de Sant Domènec",,3,,,17071,"Girona",170792,"Gironès","+34-972418074","972418074",485696800,4648228500,"2.827330853","41.985930287","arxiuiregistre@udg.es","http://www.udg.edu/arxiu/","07/10/2024 07:30:23 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.8273308 41.98593)"
,27042386,"Arxiu Municipal de Ripoll","Arxiu Municipal de Ripoll","Cultura|Arxius||","archive",,,,,,"Plaça de l'Ajuntament",,3,,,17500,"Ripoll",171479,"Ripollès","+34-972714142","972714142",433194940,4672412000,"2.190798188","42.201015137",,,"07/10/2024 07:21:17 AM","Titularitat|Administració local: municipal","POINT (2.1907983 42.201015)"
,27045902,"Arxiu Històric Municipal de Sant Joan de les Abadesses","Arxiu Històric Municipal de Sant Joan de les Abadesses","Cultura|Arxius||","archive",,,,,,"Plaça Major",,3,,,17860,"Sant Joan de les Abadesses",171674,"Ripollès","+34-972720100","972720100",440993780,4675856000,"2.284907179","42.232657958","arxiu@santjoandelesabadesses.cat","http://www.santjoandelesabadesses.cat","07/10/2024 07:31:55 AM","Titularitat|Administració local: municipal","POINT (2.284907 42.23266)"
,27041734,"Arxiu Municipal de Maçanet de la Selva","Arxiu Municipal de Maçanet de la Selva","Cultura|Arxius||","archive",,,,,,"Carrer de Salvador Espriu",,3,,,17412,"Maçanet de la Selva",171030,"Selva","+34-972859850","972859850",477603900,4624987000,"2.730514680","41.776411281","arxiu@massanetdelaselva.cat","http://www.massanetdelaselva.org/index.php/serveis/arxiu","07/10/2024 07:33:29 AM","Titularitat|Administració local: municipal","POINT (2.7305148 41.776413)"
,27043772,"Arxiu Comarcal del Baix Camp","Arxiu Comarcal del Baix Camp","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Antoni Maria Claret",,3,,,43204,"Reus",431233,"Baix Camp","+34-977010054","977010054",341711120,4557472500,"1.113556664","41.153140677","acbaixcamp.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbc","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.1135566 41.15314)"
,27042089,"Arxiu Municipal de Reus","Arxiu Municipal de Reus","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Antoni Maria Claret ",,3,,,43204,"Reus",431233,"Baix Camp","+34-977010054","977010054",341711120,4557472500,"1.113556664","41.153140677","arxiumunicipal@reus.cat","http://www.reus.cat/arxiu","07/10/2024 07:32:29 AM","Titularitat|Administració local: municipal","POINT (1.1135566 41.15314)"
,27044942,"Arxiu del Consell Comarcal del Tarragonès","Arxiu del Consell Comarcal del Tarragonès","Cultura|Arxius||","archive",,,,,,"Carrer de les Coques",,3,,,43003,"Tarragona",431482,"Tarragonès","+34-977244500","977244500",353810300,4553433500,"1.258647272","41.119045038","arxiucomarcal@tarragones.cat","http://www.tarragones.cat/cultura/arxiu-i-gestio-documental/arxiu-del-consell-comarcal-del-tarragones-accta","07/10/2024 07:31:27 AM","Titularitat|Administració local: consell comarcal","POINT (1.2586473 41.119045)"
,27042561,"Arxiu Municipal Contemporani de Barcelona","Arxiu Municipal Contemporani de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Bisbe Caçador",,4,,,"08002","Barcelona",80193,"Barcelonès","+34-932562747","932562747",431332720,4581610000,"2.178749457","41.383085913","arxiucontemporani@bcn.cat","https://ajuntament.barcelona.cat/arxiumunicipal/arxiucontemporani/ca","07/10/2024 07:28:46 AM","Titularitat|Administració local: municipal","POINT (2.1787496 41.383087)"
,27044551,"Arxiu Històric del Col·legi d'Arquitectes de Catalunya. Demarcació Barcelona","Arxiu Històric del Col·legi d'Arquitectes de Catalunya. Demarcació Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer dels Arcs",,4,4,,"08002","Barcelona",80193,"Barcelonès","+34-933067843","933067843",430983400,4581773000,"2.174553489","41.384524114","arxiuhistoricbcn@coac.cat","http://www.arquitectes.cat/ca/arquitectes/departaments/arxiu","07/10/2024 07:35:44 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (2.1745534 41.384525)"
,27040896,"Arxiu Històric de Protocols de Barcelona","Arxiu Històric de Protocols de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Notariat",,4,,,"08001","Barcelona",80193,"Barcelonès","+34-933174800","933174800",430527970,4581616000,"2.169125043","41.383070864","archivo-historico@catalunya.notariado.org","https://arxiu.notarisdecatalunya.org/Documento/Seleccion","07/10/2024 07:28:41 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (2.169125 41.38307)"
,27045693,"Arxiu Central Administratiu del Departament de la Presidència","Arxiu Central Administratiu del Departament de la Presidència","Cultura|Arxius||","archive",,,,,,"Plaça de Sant Jaume",,4,,,"08002","Barcelona",80193,"Barcelonès","+34-934024600","934024600",431169470,4581580500,"2.176800555","41.382806265","arxiu_central.presidencia@gencat.cat","https://cultura.gencat.cat/ca/departament/estructura_i_adreces/organismes/dgpc/temes/arxius_i_gestio_documental/gestiodocumental/gdgencat/aca/departaments/pre/","07/10/2024 07:28:24 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1768005 41.382805)"
,27045240,"Arxiu Històric Municipal d'Argentona ""Jaume Clavell i Nogueras""","Arxiu Històric Municipal d'Argentona ""Jaume Clavell i Nogueras""","Cultura|Arxius||","archive",,,,,,"Plaça de l'Església",,4,,,"08310","Argentona",80095,"Maresme","+34-937974900","937974900",450022000,4600430500,"2.400697500","41.553980469","arxiu@argentona.cat","https://argentona.cat/servei.php?id=27","07/10/2024 07:28:41 AM","Titularitat|Administració local: municipal","POINT (2.4006975 41.55398)"
